Strong Elvish Theif,6,waving,knife,pickpocket hands,shield o' hands
Weakened Fairy,3,waving,wings,magic wand,magic wand
River,8,sending,drowning drench,chilling water wave,wall o' water
Posessed Spider,4,waving,biting mouth,wiggly legs,hard shell
Strong Hunter,0,pointing,spear,bow n' arrow,shield o' hands
Strong Bowman,0,pointing,bow n' arrow,bow n' arrow,barrage o' arrows
Posessed Scorpion,4,waving,killer claws,poisened tail,killer claws
Strong Spearman,0,pointing,spear,spear shaft,iron shield
Undead Laborer,0,waving,hands,fists,shield o' hands
Strong Orcish Swordsman,1,waving,sword,shield,iron shield
Undead Farmer,0,waving,pitchfork,scythe,shovel
Strong Orc,1,waving,hairy hands,hairy fists,shield o' hands
Undead Thief,0,waving,pickpoket hands,knife,shield o' hands
Strong Swordsman,0,waving,shield,sword,iron shield
Strong Orcish Footman,1,waving,sword,shield,iron shield
Strong Orcish Thief,1,waving,pickpoket hands,knife,shield o' hands
Strong Knight,0,waving,sword,lance,steel shield
Strong Orcish Spearman,1,waving,spear,spear shaft,iron shield
Flood,8,sending,drowning drench,chilling water wave,wall o' water
Small Tornado,10,sending,blinding wind,choking wind,wall o' wind
Strong Holy Knight,0,waving,sword,lance,golden shield
Spiritual Holyman,16,waving,staff,blessed sword,spiritual shield
Undead Footman,0,waving,shield,sword,iron shield
Spiritual High Priestess,16,waving,magic hands,magic sword,magic shield
Strong Dwarvish King,11,waving,sword,lance,platinum shield
Strong High Knight,0,waving,sword,lance,platinum shield
Spiritual High Priest,16,waving,magic hands,magic sword,magic shield
Spiritual Wizzard,16,waving,magic staff,magic sword,magic shield
Undead Swordsman,0,waving,shield,sword,iron shield
Good Fairy,3,waving,wings,magic wand,magic wand
Undead Tradesman,0,waving,hands,fists,shield o' hands
Strong Orcish Knight,1,waving,sword,lance,golden shield
Strong Goblish King,2,waving,sword,lance,platinum shield
Undead Blacksmith,0,waving,sledge hammer,iron sword,iron shield
Falling Mud Slide,9,sending,choking mud,suffocating mud,wall o' mud
Strong Elvish King,6,waving,sword,lance,platinum shield
Undead Bowman,0,pointing,bow n' arrow,bow n' arrow,barrage o' arrows
Strong Orcish King,1,waving,sword,lance,platinum shield
Undead Spearman,0,pointing,spear,spear shaft,iron shield
Undead Knight,0,waving,sword,lance,steel shield
Evil Goblish Theif,2,waving,knife,pickpocket hands,shield o' hands
Sand Storm,10,sending,choking sand,blinding wind,wall o' sand
Evil Dwarvish King,11,waving,sword,lance,platinum shield
Undead Elf,6,waving,hairy hands,hairy fists,shield o' hands
Undead Elvish Theif,6,waving,knife,pickpocket hands,shield o' hands
Enchanted Goblin,2,waving,slimey hands,slimey fists,shield o' hands
Evil Elvish King,6,waving,sword,lance,platinum shield
Undead Dwarvish King,11,waving,sword,lance,platinum shield
Enchanted Goblish Theif,2,waving,knife,pickpocket hands,shield o' hands
Undead High Knight,0,waving,sword,lance,platinum shield
Tornado,10,sending,blinding wind,choking wind,wall o' wind
Evil Goblish King,2,waving,sword,lance,platinum shield
Undead Orc,1,waving,hairy hands,hairy fists,shield o' hands
Undead Orcish Thief,1,waving,pickpoket hands,knife,shield o' hands
Undead Goblish King,2,waving,sword,lance,platinum shield
Undead Elvish King,6,waving,sword,lance,platinum shield
Entranced Laborer,0,waving,hands,fists,shield o' hands
Entranced Tradesman,0,waving,hands,fists,shield o' hands
Undead Orcish Spearman,1,waving,spear,spear shaft,iron shield
Undead Orcish Footman,1,waving,sword,shield,iron shield
Undead Orcish Swordsman,1,waving,sword,shield,iron shield
Entranced Farmer,0,waving,pitchfork,scythe,shovel
Entranced Blacksmith,0,waving,sledge hammer,iron sword,iron shield
Undead Orcish Knight,1,waving,sword,lance,golden shield
Undead Orcish King,1,waving,sword,lance,platinum shield
Entranced Thief,0,waving,pickpoket hands,knife,shield o' hands
Enchanted Goblish King,2,waving,sword,lance,platinum shield
Entranced Footman,0,waving,shield,sword,iron shield
Holyman,16,waving,staff,blessed sword,spiritual shield
Entranced Orc,1,waving,hairy hands,hairy fists,shield o' hands
Entranced Elf,6,waving,hairy hands,hairy fists,shield o' hands
Entranced Dwarf,11,waving,hairy hands,hairy fists,shield o' hands
Entranced Dwarvish Theif,11,waving,knife,pickpocket hands,shield o' hands
Entranced Goblish Theif,2,waving,knife,pickpocket hands,shield o' hands
Entranced Orcish Spearman,1,waving,spear,spear shaft,iron shield
Enchanted Laborer,0,waving,hands,fists,shield o' hands
Entranced Orcish Swordsman,1,waving,sword,shield,iron shield
High Priestess,16,waving,magic hands,magic sword,magic shield
Enchanted Orcish Thief,1,waving,pickpoket hands,knife,shield o' hands
Fairy,3,waving,wings,magic wand,magic wand
Enchanted Orcish Laborer,1,waving,hairy hands,hairy fists,shield o' hands
Enchanted Tradesman,0,waving,hands,fists,shield o' hands
High Priest,16,waving,magic hands,magic sword,magic shield
Entranced Holy Knight,0,waving,sword,lance,golden shield
Entranced High Knight,0,waving,sword,lance,platinum shield
Enchanted Farmer,0,waving,pitchfork,scythe,shovel
Enchanted Hunter,0,pointing,spear,bow n' arrow,shield o' hands
Enchanted Orc,1,waving,hairy hands,hairy fists,shield o' hands
Entranced Dwarvish King,11,waving,sword,lance,platinum shield
Enchanted Elf,6,waving,hairy hands,hairy fists,shield o' hands
Wizzard,16,waving,magic staff,magic sword,magic shield
Entranced Goblish King,2,waving,sword,lance,platinum shield
Entranced Elvish King,6,waving,sword,lance,platinum shield
Enchanted Dwarvish Theif,11,waving,knife,pickpocket hands,shield o' hands
Enchanted Bowman,0,pointing,bow n' arrow,bow n' arrow,barrage o' arrows
Entranced Orcish Knight,1,waving,sword,lance,golden shield
Evil Orcish Spearman,1,waving,spear,spear shaft,iron shield
Enchanted Dwarf,11,waving,hairy hands,hairy fists,shield o' hands
Enchanted Orcish Footman,1,waving,sword,shield,iron shield
Posessed Elf,6,waving,hairy hands,hairy fists,shield o' hands
Posessed Dwarf,11,waving,hairy hands,hairy fists,shield o' hands
Enchanted Orcish Spearman,1,waving,spear,spear shaft,iron shield
Enchanted Knight,0,waving,sword,lance,steel shield
Evil Orcish Footman,1,waving,sword,shield,iron shield
Posessed Laborer,0,waving,hands,fists,shield o' hands
Evil Orcish Laborer,1,waving,hairy hands,hairy fists,shield o' hands
Posessed Blacksmith,0,waving,sledge hammer,iron sword,iron shield
Enchanted High Knight,0,waving,sword,lance,platinum shield
Enchanted Elvish King,6,waving,sword,lance,platinum shield
Evil Orcish Swordsman,1,waving,sword,shield,iron shield
Posessed Thief,0,waving,pickpoket hands,knife,shield o' hands
Evil Orc,1,waving,hairy hands,hairy fists,shield o' hands
Evil Orcish Thief,1,waving,pickpoket hands,knife,shield o' hands
Posessed Tradesman,0,waving,hands,fists,shield o' hands
Evil Orcish Knight,1,waving,sword,lance,golden shield
Evil Orcish King,1,waving,sword,lance,platinum shield
Posessed Elvish Theif,6,waving,knife,pickpocket hands,shield o' hands
Enchanted Stream,8,sending,drowning drench,chilling water wave,wall o' water
Posessed Footman,0,waving,shield,sword,iron shield
Enchanted Orcish Knight,1,waving,sword,lance,golden shield
Posessed Spearman,0,pointing,spear,spear shaft,iron shield
Posessed Dwarvish Theif,11,waving,knife,pickpocket hands,shield o' hands
Enchanted Rock,9,sending,rocks o' death,rain o' rocks,wall o' dust
Posessed Swordsman,0,waving,shield,sword,iron shield
Enchanted Orcish King,1,waving,sword,lance,platinum shield
Evil Holyman,16,waving,staff,blessed sword,spiritual shield
Posessed Goblish Theif,2,waving,knife,pickpocket hands,shield o' hands
Evil High Priestess,16,waving,magic hands,magic sword,magic shield
Posessed Knight,0,waving,sword,lance,steel shield
Giant Misquito,4,waving,wipping wings,wiggly legs,beating wings
Evil High Priest,16,waving,magic hands,magic sword,magic shield
Giant House Fly,4,waving,wipping wings,wiggly legs,beating wings
Enchanted River,8,sending,drowning drench,chilling water wave,wall o' water
Undead Holyman,16,waving,staff,blessed sword,spiritual shield
Enchanted Boulder,9,sending,rocks o' death,rain o' rocks,wall o' rocks
Posessed Dwarvish King,11,waving,sword,lance,platinum shield
Evil Wizzard,16,waving,magic staff,magic sword,magic shield
Posessed Holy Knight,0,waving,sword,lance,golden shield
Undead High Priestess,16,waving,magic hands,magic sword,magic shield
Posessed High Knight,0,waving,sword,lance,platinum shield
Undead Fairy,3,waving,wings,magic wand,magic wand
Undead High Priest,16,waving,magic hands,magic sword,magic shield
Posessed Goblish King,2,waving,sword,lance,platinum shield
Beautiful Fairy,3,waving,wings,magic wand,magic wand
Ugly Fairy,3,waving,wings,magic wand,magic wand
Giant Dragon Fly,4,waving,wipping wings,wiggly legs,beating wings
Undead Wizzard,16,waving,magic staff,magic sword,magic shield
Posessed Stream,8,sending,drowning drench,chilling water wave,wall o' water
Undead Holyman,16,waving,staff,blessed sword,spiritual shield
Enchanted Holyman,16,waving,staff,blessed sword,spiritual shield
Wild Stream,8,sending,drowning drench,chilling water wave,wall o' water
Giant Spider,4,waving,biting mouth,wiggly legs,hard shell
Undead High Priestess,16,waving,magic hands,magic sword,magic shield
Undead High Priest,16,waving,magic hands,magic sword,magic shield
Giant Scorpion,4,waving,killer claws,poisened tail,killer claws
Wild River,8,sending,drowning drench,chilling water wave,wall o' water
Enchanted High Priestess,16,waving,magic hands,magic sword,magic shield
Wild Flood,8,sending,drowning drench,chilling water wave,wall o' water
Enchanted High Priest,16,waving,magic hands,magic sword,magic shield
Undead Wizzard,16,waving,magic staff,magic sword,magic shield
Posessed Rock,9,sending,rocks o' death,rain o' rocks,wall o' dust
Enchanted Wizzard,16,waving,magic staff,magic sword,magic shield
Posessed River,8,sending,drowning drench,chilling water wave,wall o' water
Fireball,7,sending,firey flames,scorching flames,shield o' fire
Running Fire,7,sending,firey flames,scorching flames,shield o' fire
Rain of Fire,7,sending,firey flames,scorching flames,shield o' fire
Enchanted Flood,8,sending,drowning drench,chilling water wave,wall o' water
Enchanted Mud Slide,9,sending,choking mud,suffocating mud,wall o' mud
Enchanted Rock Slide,9,sending,rocks o' death,river o' rocks,wall o' rocks
Posessed Flood,8,sending,drowning drench,chilling water wave,wall o' water
Entranced Holyman,16,waving,staff,blessed sword,spiritual shield
Posessed Boulder,9,sending,rocks o' death,rain o' rocks,wall o' rocks
Entranced High Priest,16,waving,magic hands,magic sword,magic shield
Posessed Mud Slide,9,sending,choking mud,suffocating mud,wall o' mud
Enchanted Witch,14,sending,spells of hatered,spells of death,spells o' death
Enchanted Dragon,14,sending,sharp claws,breath o' fire,wall o' fire
Entranced High Priestess,16,waving,magic hands,magic sword,magic shield
Posessed Rock Slide,9,sending,rocks o' death,river o' rocks,wall o' rocks
Flying Dragon,14,sending,sharp claws,breath o' fire,wall o' fire
Enchanted Running Fire,7,sending,firey flames,scorching flames,shield o' fire
Giant Dust Storm,10,sending,choking dust,blinding wind,wall o' dust
Enchanted Fireball,7,sending,firey flames,scorching flames,shield o' fire
Enchanted Rain of Fire,7,sending,firey flames,scorching flames,shield o' fire
Giant Sand Storm,10,sending,choking sand,blinding wind,wall o' sand
