Evil Goblish King,2,waving,sword,lance,platinum shield
Undead Goblin,2,waving,slimey hands,slimey fists,shield o' hands
Undead Goblish Theif,2,waving,knife,pickpocket hands,shield o' hands
Undead Goblish King,2,waving,sword,lance,platinum shield
Enchanted Goblin,2,waving,slimey hands,slimey fists,shield o' hands
Enchanted Goblish Theif,2,waving,knife,pickpocket hands,shield o' hands
Enchanted Goblish King,2,waving,sword,lance,platinum shield
Posessed Goblin,2,waving,slimey hands,slimey fists,shield o' hands
Posessed Goblish Theif,2,waving,knife,pickpocket hands,shield o' hands
Posessed Goblish King,2,waving,sword,lance,platinum shield
Entranced Goblin,2,waving,slimey hands,slimey fists,shield o' hands
Entranced Goblish Theif,2,waving,knife,pickpocket hands,shield o' hands
Entranced Goblish King,2,waving,sword,lance,platinum shield
Good Fairy,3,waving,wings,magic wand,magic wand
Small Fairy,3,waving,wings,magic wand,magic wand
Lazy Fairy,3,waving,wings,magic wand,magic wand
Fairy,3,waving,wings,magic wand,magic wand
Giant Fairy,3,waving,wings,magic wand,magic wand
Weakened Fairy,3,waving,wings,magic wand,magic wand
Beautiful Fairy,3,waving,wings,magic wand,magic wand
Ugly Fairy,3,waving,wings,magic wand,magic wand
Evil Fairy,3,waving,wings,magic wand,magic wand
Undead Fairy,3,waving,wings,magic wand,magic wand
Enchanted Fairy,3,waving,wings,magic wand,magic wand
Small Gnat,4,waving,wipping wings,wiggly legs,beating wings
Small Misquito,4,waving,wipping wings,wiggly legs,beating wings
Small House Fly,4,waving,wipping wings,wiggly legs,beating wings
Small Ant,4,waving,killer pincers,wiggly legs,wiggly antennae
Small Crickit,4,waving,killer legs,antennae,anoying buzz
Small Grasshopper,4,waving,killer legs,antennae,anoying buzz
Small Deer Fly,4,waving,wipping wings,wiggly legs,beating wings
Small Dragon Fly,4,waving,wipping wings,wiggly legs,beating wings
Small Preying Mantis,4,waving,killer legs,antennae,shield o' arms
Small Centipeed,4,waving,wiggly legs,antennae,wiggly legs
Small Millipeed,4,waving,wiggly legs,antennae,wiggly legs
Small Spider,4,waving,biting mouth,wiggly legs,hard shell
Small Scorpion,4,waving,killer claws,poisened tail,killer claws
Gnat,4,waving,wipping wings,wiggly legs,beating wings
Misquito,4,waving,wipping wings,wiggly legs,beating wings
House Fly,4,waving,wipping wings,wiggly legs,beating wings
Ant,4,waving,killer pincers,wiggly legs,wiggly antennae
Crickit,4,waving,killer legs,antennae,anoying buzz
Grasshopper,4,waving,killer legs,antennae,anoying buzz
Deer Fly,4,waving,wipping wings,wiggly legs,beating wings
Dragon Fly,4,waving,wipping wings,wiggly legs,beating wings
Preying Mantis,4,waving,killer legs,antennae,shield o' arms
Centipeed,4,waving,wiggly legs,antennae,wiggly legs
Millipeed,4,waving,wiggly legs,antennae,wiggly legs
Spider,4,waving,biting mouth,wiggly legs,hard shell
Scorpion,4,waving,killer claws,poisened tail,killer claws
Undead Gnat,4,waving,wipping wings,wiggly legs,beating wings
Undead Misquito,4,waving,wipping wings,wiggly legs,beating wings
Undead House Fly,4,waving,wipping wings,wiggly legs,beating wings
Undead Ant,4,waving,killer pincers,wiggly legs,wiggly antennae
Undead Crickit,4,waving,killer legs,antennae,anoying buzz
Undead Grasshopper,4,waving,killer legs,antennae,anoying buzz
Undead Deer Fly,4,waving,wipping wings,wiggly legs,beating wings
Undead Dragon Fly,4,waving,wipping wings,wiggly legs,beating wings
Undead Preying Mantis,4,waving,killer legs,antennae,shield o' arms
Undead Centipeed,4,waving,wiggly legs,antennae,wiggly legs
Undead Millipeed,4,waving,wiggly legs,antennae,wiggly legs
Undead Spider,4,waving,biting mouth,wiggly legs,hard shell
Undead Scorpion,4,waving,killer claws,poisened tail,killer claws
Enchanted Gnat,4,waving,wipping wings,wiggly legs,beating wings
Enchanted Misquito,4,waving,wipping wings,wiggly legs,beating wings
Enchanted House Fly,4,waving,wipping wings,wiggly legs,beating wings
Enchanted Ant,4,waving,killer pincers,wiggly legs,wiggly antennae
Enchanted Crickit,4,waving,killer legs,antennae,anoying buzz
Enchanted Grasshopper,4,waving,killer legs,antennae,anoying buzz
Enchanted Deer Fly,4,waving,wipping wings,wiggly legs,beating wings
Enchanted Dragon Fly,4,waving,wipping wings,wiggly legs,beating wings
Enchanted Preying Mantis,4,waving,killer legs,antennae,shield o' arms
Enchanted Centipeed,4,waving,wiggly legs,antennae,wiggly legs
Enchanted Millipeed,4,waving,wiggly legs,antennae,wiggly legs
Enchanted Spider,4,waving,biting mouth,wiggly legs,hard shell
Enchanted Scorpion,4,waving,killer claws,poisened tail,killer claws
Posessed Gnat,4,waving,wipping wings,wiggly legs,beating wings
Posessed Misquito,4,waving,wipping wings,wiggly legs,beating wings
Posessed House Fly,4,waving,wipping wings,wiggly legs,beating wings
Posessed Ant,4,waving,killer pincers,wiggly legs,wiggly antennae
Posessed Crickit,4,waving,killer legs,antennae,anoying buzz
Posessed Grasshopper,4,waving,killer legs,antennae,anoying buzz
Posessed Deer Fly,4,waving,wipping wings,wiggly legs,beating wings
Posessed Dragon Fly,4,waving,wipping wings,wiggly legs,beating wings
Posessed Preying Mantis,4,waving,killer legs,antennae,shield o' arms
Posessed Centipeed,4,waving,wiggly legs,antennae,wiggly legs
Posessed Millipeed,4,waving,wiggly legs,antennae,wiggly legs
Posessed Spider,4,waving,biting mouth,wiggly legs,hard shell
Posessed Scorpion,4,waving,killer claws,poisened tail,killer claws
Giant Gnat,4,waving,wipping wings,wiggly legs,beating wings
Giant Misquito,4,waving,wipping wings,wiggly legs,beating wings
Giant House Fly,4,waving,wipping wings,wiggly legs,beating wings
Giant Ant,4,waving,killer pincers,wiggly legs,wiggly antennae
Giant Crickit,4,waving,killer legs,antennae,anoying buzz
Giant Grasshopper,4,waving,killer legs,antennae,anoying buzz
Giant Deer Fly,4,waving,wipping wings,wiggly legs,beating wings
Giant Dragon Fly,4,waving,wipping wings,wiggly legs,beating wings
Giant Preying Mantis,4,waving,killer legs,antennae,shield o' arms
Giant Centipeed,4,waving,wiggly legs,antennae,wiggly legs
Giant Millipeed,4,waving,wiggly legs,antennae,wiggly legs
Giant Spider,4,waving,biting mouth,wiggly legs,hard shell
Giant Scorpion,4,waving,killer claws,poisened tail,killer claws
Good Elf,6,waving,hairy hands,hairy fists,shield o' hands
Good Elvish Theif,6,waving,knife,pickpocket hands,shield o' hands
Good Elvish King,6,waving,sword,lance,platinum shield
Weakened Elf,6,waving,hairy hands,hairy fists,shield o' hands
Weakened Elvish Theif,6,waving,knife,pickpocket hands,shield o' hands
Weakened Elvish King,6,waving,sword,lance,platinum shield
Elf,6,waving,hairy hands,hairy fists,shield o' hands
Elvish Theif,6,waving,knife,pickpocket hands,shield o' hands
Elvish King,6,waving,sword,lance,platinum shield
Confident Elf,6,waving,hairy hands,hairy fists,shield o' hands
Confident Elvish Theif,6,waving,knife,pickpocket hands,shield o' hands
Confident Elvish King,6,waving,sword,lance,platinum shield
Strong Elf,6,waving,hairy hands,hairy fists,shield o' hands
Strong Elvish Theif,6,waving,knife,pickpocket hands,shield o' hands
Strong Elvish King,6,waving,sword,lance,platinum shield
Evil Elf,6,waving,hairy hands,hairy fists,shield o' hands
Evil Elvish Theif,6,waving,knife,pickpocket hands,shield o' hands
Evil Elvish King,6,waving,sword,lance,platinum shield
Undead Elf,6,waving,hairy hands,hairy fists,shield o' hands
Undead Elvish Theif,6,waving,knife,pickpocket hands,shield o' hands
Undead Elvish King,6,waving,sword,lance,platinum shield
Enchanted Elf,6,waving,hairy hands,hairy fists,shield o' hands
Enchanted Elvish Theif,6,waving,knife,pickpocket hands,shield o' hands
Enchanted Elvish King,6,waving,sword,lance,platinum shield
Posessed Elf,6,waving,hairy hands,hairy fists,shield o' hands
Posessed Elvish Theif,6,waving,knife,pickpocket hands,shield o' hands
Posessed Elvish King,6,waving,sword,lance,platinum shield
Entranced Elf,6,waving,hairy hands,hairy fists,shield o' hands
Entranced Elvish Theif,6,waving,knife,pickpocket hands,shield o' hands
Entranced Elvish King,6,waving,sword,lance,platinum shield
Fireball,7,sending,firey flames,scorching flames,shield o' fire
Running Fire,7,sending,firey flames,scorching flames,shield o' fire
Rain of Fire,7,sending,firey flames,scorching flames,shield o' fire
Enchanted Fireball,7,sending,firey flames,scorching flames,shield o' fire
Enchanted Running Fire,7,sending,firey flames,scorching flames,shield o' fire
Enchanted Rain of Fire,7,sending,firey flames,scorching flames,shield o' fire
Stream,8,sending,drowning drench,chilling water wave,wall o' water
River,8,sending,drowning drench,chilling water wave,wall o' water
Flood,8,sending,drowning drench,chilling water wave,wall o' water
Wild Stream,8,sending,drowning drench,chilling water wave,wall o' water
Wild River,8,sending,drowning drench,chilling water wave,wall o' water
Wild Flood,8,sending,drowning drench,chilling water wave,wall o' water
Enchanted Stream,8,sending,drowning drench,chilling water wave,wall o' water
Enchanted River,8,sending,drowning drench,chilling water wave,wall o' water
Enchanted Flood,8,sending,drowning drench,chilling water wave,wall o' water
Posessed Stream,8,sending,drowning drench,chilling water wave,wall o' water
Posessed River,8,sending,drowning drench,chilling water wave,wall o' water
Posessed Flood,8,sending,drowning drench,chilling water wave,wall o' water
Falling Rock,9,sending,rocks o' death,rain o' rocks,wall o' dust
Falling Boulder,9,sending,rocks o' death,rain o' rocks,wall o' rocks
Falling Mud Slide,9,sending,choking mud,suffocating mud,wall o' mud
Falling Rock Slide,9,sending,rocks o' death,river o' rocks,wall o' rocks
Enchanted Rock,9,sending,rocks o' death,rain o' rocks,wall o' dust
Enchanted Boulder,9,sending,rocks o' death,rain o' rocks,wall o' rocks
Enchanted Mud Slide,9,sending,choking mud,suffocating mud,wall o' mud
Enchanted Rock Slide,9,sending,rocks o' death,river o' rocks,wall o' rocks
Posessed Rock,9,sending,rocks o' death,rain o' rocks,wall o' dust
Posessed Boulder,9,sending,rocks o' death,rain o' rocks,wall o' rocks
Posessed Mud Slide,9,sending,choking mud,suffocating mud,wall o' mud
Posessed Rock Slide,9,sending,rocks o' death,river o' rocks,wall o' rocks
Small Dust Devil,10,sending,choking dust,blinding wind,wall o' dust
Small Dust Storm,10,sending,choking dust,blinding wind,wall o' dust
Small Sand Storm,10,sending,choking sand,blinding wind,wall o' sand
Small Tornado,10,sending,blinding wind,choking wind,wall o' wind
Dust Devil,10,sending,choking dust,blinding wind,wall o' dust
Dust Storm,10,sending,choking dust,blinding wind,wall o' dust
Sand Storm,10,sending,choking sand,blinding wind,wall o' sand
Tornado,10,sending,blinding wind,choking wind,wall o' wind
Giant Dust Devil,10,sending,choking dust,blinding wind,wall o' dust
Giant Dust Storm,10,sending,choking dust,blinding wind,wall o' dust
Giant Sand Storm,10,sending,choking sand,blinding wind,wall o' sand
Giant Tornado,10,sending,blinding wind,choking wind,wall o' wind
Good Dwarf,11,waving,hairy hands,hairy fists,shield o' hands
Good Dwarvish Theif,11,waving,knife,pickpocket hands,shield o' hands
Good Dwarvish King,11,waving,sword,lance,platinum shield
Weakened Dwarf,11,waving,hairy hands,hairy fists,shield o' hands
Weakened Dwarvish Theif,11,waving,knife,pickpocket hands,shield o' hands
Weakened Dwarvish King,11,waving,sword,lance,platinum shield
Dwarf,11,waving,hairy hands,hairy fists,shield o' hands
Dwarvish Theif,11,waving,knife,pickpocket hands,shield o' hands
Dwarvish King,11,waving,sword,lance,platinum shield
Confident Dwarf,11,waving,hairy hands,hairy fists,shield o' hands
Confident Dwarvish Theif,11,waving,knife,pickpocket hands,shield o' hands
Confident Dwarvish King,11,waving,sword,lance,platinum shield
Strong Dwarf,11,waving,hairy hands,hairy fists,shield o' hands
Strong Dwarvish Theif,11,waving,knife,pickpocket hands,shield o' hands
Strong Dwarvish King,11,waving,sword,lance,platinum shield
Evil Dwarf,11,waving,hairy hands,hairy fists,shield o' hands
Evil Dwarvish Theif,11,waving,knife,pickpocket hands,shield o' hands
Evil Dwarvish King,11,waving,sword,lance,platinum shield
Undead Dwarf,11,waving,hairy hands,hairy fists,shield o' hands
Undead Dwarvish Theif,11,waving,knife,pickpocket hands,shield o' hands
Undead Dwarvish King,11,waving,sword,lance,platinum shield
Enchanted Dwarf,11,waving,hairy hands,hairy fists,shield o' hands
Enchanted Dwarvish Theif,11,waving,knife,pickpocket hands,shield o' hands
Enchanted Dwarvish King,11,waving,sword,lance,platinum shield
Posessed Dwarf,11,waving,hairy hands,hairy fists,shield o' hands
Posessed Dwarvish Theif,11,waving,knife,pickpocket hands,shield o' hands
Posessed Dwarvish King,11,waving,sword,lance,platinum shield
Entranced Dwarf,11,waving,hairy hands,hairy fists,shield o' hands
Entranced Dwarvish Theif,11,waving,knife,pickpocket hands,shield o' hands
Entranced Dwarvish King,11,waving,sword,lance,platinum shield
Flying Witch,14,sending,spells of hatered,spells of death,spells o' death
Flying Dragon,14,sending,sharp claws,breath o' fire,wall o' fire
Enchanted Witch,14,sending,spells of hatered,spells of death,spells o' death
Enchanted Dragon,14,sending,sharp claws,breath o' fire,wall o' fire
Good Holyman,16,waving,staff,blessed sword,spiritual shield
Good High Priestess,16,waving,magic hands,magic sword,magic shield
Good High Priest,16,waving,magic hands,magic sword,magic shield
Good Wizzard,16,waving,magic staff,magic sword,magic shield
Spiritual Holyman,16,waving,staff,blessed sword,spiritual shield
Spiritual High Priestess,16,waving,magic hands,magic sword,magic shield
Spiritual High Priest,16,waving,magic hands,magic sword,magic shield
Spiritual Wizzard,16,waving,magic staff,magic sword,magic shield
Weakened Holyman,16,waving,staff,blessed sword,spiritual shield
Weakened High Priestess,16,waving,magic hands,magic sword,magic shield
Weakened High Priest,16,waving,magic hands,magic sword,magic shield
Weakened Wizzard,16,waving,magic staff,magic sword,magic shield
Holyman,16,waving,staff,blessed sword,spiritual shield
High Priestess,16,waving,magic hands,magic sword,magic shield
High Priest,16,waving,magic hands,magic sword,magic shield
Wizzard,16,waving,magic staff,magic sword,magic shield
Evil Holyman,16,waving,staff,blessed sword,spiritual shield
Evil High Priestess,16,waving,magic hands,magic sword,magic shield
Evil High Priest,16,waving,magic hands,magic sword,magic shield
Evil Wizzard,16,waving,magic staff,magic sword,magic shield
Undead Holyman,16,waving,staff,blessed sword,spiritual shield
Undead High Priestess,16,waving,magic hands,magic sword,magic shield
Undead High Priest,16,waving,magic hands,magic sword,magic shield
Undead Wizzard,16,waving,magic staff,magic sword,magic shield
Enchanted Holyman,16,waving,staff,blessed sword,spiritual shield
Enchanted High Priestess,16,waving,magic hands,magic sword,magic shield
Enchanted High Priest,16,waving,magic hands,magic sword,magic shield
Enchanted Wizzard,16,waving,magic staff,magic sword,magic shield
Entranced Holyman,16,waving,staff,blessed sword,spiritual shield
Entranced High Priestess,16,waving,magic hands,magic sword,magic shield
Entranced High Priest,16,waving,magic hands,magic sword,magic shield
Entranced Wizzard,16,waving,magic staff,magic sword,magic shield
